name,artistName,release_date,popularity,duration_ms
Opening,Hitoshi Sakimoto,1997,39,69826
Octopath Traveler -Main Theme-,Yasunori Nishiki,2018-07-13,44,154906
Final Fantasy 7 Main Theme,The Versions,2020-03-27,0,362935
A Place to Call Home,Nobuo Uematsu,2000,40,128600
Prelude,The Versions,2020-03-27,0,164004
NOCTIS,Yoko Shimomura,2016-12-21,39,279440
Main Theme of Final Fantasy VII,Nobuo Uematsu,1997-02-10,39,389866
"Cloud Smiles (From ""Final Fantasy VII: Advent Children"") [For Piano Solo]",daigoro789,2019-06-28,21,208234
One-Winged Angel(Orchestra Version),Nobuo Uematsu,2008-12-24,33,266360
Why (CCFFVII Mix),ayaka,2007-10-10,38,135186
Imprisoned Town - Suikoden 2,Nielle dAGh,2014-03-28,5,157920
Softening Bgm,Video Game Piano Players,2015-10-01,5,178999
Beautiful Morning,Video Game Piano Players,2015-10-01,15,80283
Suspicion,Video Game Piano Players,2015-10-01,3,139223
Carried On Rippling Waves,Video Game Piano Players,2015-10-01,6,172550
Requiem Of Grief,Video Game Piano Players,2015-10-01,4,127226
The Fugue: 'Praise Be To My Master',Video Game Piano Players,2015-10-01,10,161659
Children Playing In The Fields,Video Game Piano Players,2015-10-01,4,216231
Imprisoned Town,Video Game Piano Players,2015-10-01,5,133453
Imprisoned Town,Lauren the Flute,2016-01-22,10,142921
Suikoden (Title Theme),8-Bit Arcade,2014-05-23,2,96877
Crash Bandicoot 1 Theme,The Marcus Hedges Trend Orchestra,2014-01-29,21,94500
"Title Theme (From ""Spyro 2: Ripto's Rage"")",Stewart Copeland,2018-12-07,16,126053
Crash Bandicoot 2: Cortex Strikes Back Theme,The Marcus Hedges Trend Orchestra,2014-01-29,14,192000
"Do Your Best! (From ""Harvest Moon, Back to Nature"")",Arcade Player,2020-08-28,21,59512
Suikoden: Beautiful Goldencity,Banjo Guy Ollie,2015-11-16,17,169227
"Fuck The Pain Away (From ""Sex Education"")",Geek Music,2021-10-15,35,152898
Fuck the Pain Away,Peaches,2002-10-08,55,250693
Fuck the Pain Away (feat. Radiiio),ChampionsLeak,2017-12-15,0,203878
beauty in everything,idylla,2021-09-01,22,153663
Spheres,Casiio,2021-10-23,10,140213
milky way,Nadav Cohen,2021-11-08,14,139000
Lift Up,No Spirit,2021-11-12,12,113142
Running Out Of Time,No Spirit,2021-11-12,16,200281
Gemini,Casiio,2021-10-23,18,115937
Sleeping On A Chair,WYS,2021-06-29,18,164605
breezehome,Bert,2021-06-25,24,139148
The Silk Road,l'Outlander,2021-06-19,22,185774
ontario,Spencer Hunt,2021-11-02,21,147646
Butterfly Lullaby,Tenno,2021-07-13,19,176417
Tree House,xander.,2021-10-17,14,188800
Birds Eye View,Blue Wednesday,2021-11-07,14,167906
Thoughts,DaniSogen,2021-10-21,14,160000
Nomads Of The Ocean,No Spirit,2021-11-12,14,159452
Sinking Fatigue,Raimu,2021-10-25,19,198093
Silhouette,DaniSogen,2021-10-21,14,136119
Water Lily,TABAL,2021-11-06,18,174643
While It Lasts,Blue Wednesday,2021-11-07,15,131785
Bathroom Marble,LESKY,2021-09-23,20,129229
bloom,S N U G,2021-10-03,19,157471
Shooting Stars,No Spirit,2021-11-12,12,176883
Velvet,ENRA,2021-09-11,21,142272
Driving North,M e a d o w,2021-04-24,6,164210
Aquamarine,Chau Sara,2021-11-04,27,115000
Picturesque,Peak Twilight,2021-05-02,7,125500
stargazing,Nadav Cohen,2021-11-08,19,168000
Ripples,Krynoze,2021-10-05,15,150857
Suntai,Casiio,2021-05-20,10,158125
Caimyar,Chau Sara,2021-11-04,22,122238
Autumn Breeze,Ornithology,2021-10-15,21,127868
Moonlight,Epona,2021-09-17,17,130813
Light Leaks,Blue Wednesday,2021-11-07,19,161373
Yume,Kalaido,2021-04-30,16,168224
Anywhere Else,Project AER,2021-10-31,17,191219
Things In Between,Blue Wednesday,2021-11-07,17,165925
Come Around,softy,2021-07-17,16,150857
Across The Rainbow,TABAL,2021-11-06,18,171851
michigan avenue,Spencer Hunt,2021-11-02,25,120058
Treetops,Ornithology,2021-10-15,20,120000
Everything Went Quiet,cxlt.,2021-04-26,21,158000
An Enchanting Forest,TABAL,2021-11-06,17,163764
Moving In,Osaki,2021-10-07,20,140830
Summer Love,xander.,2021-06-09,13,188444
Pathfinder,DaniSogen,2021-10-21,19,168000
The Look,softy,2021-10-13,14,173331
Exhale,No Spirit,2021-11-12,30,170704
After The Rain,cxlt.,2021-05-10,15,181935
Stardust,xander.,2021-10-17,18,232046
"June, 2018",Project AER,2021-10-31,15,163053
Moments To Keep,Hoogway,2021-09-25,14,151578
Letting Go,Laffey,2021-10-19,14,144947
We'll Be Alright,softy,2021-10-13,28,157452
Leaves,xander.,2021-06-09,13,198193
S'mores,Purrple Cat,2021-06-23,16,194556
Catnap,Ornithology,2021-10-15,13,153230
lakeside,hi jude,2021-06-27,18,132000
Amber,xander.,2021-10-17,13,164651
Old Photographs,Laffey,2021-10-19,15,170551
Stars on the Roof,Chau Sara,2021-11-04,30,108263
Nomads,Casiio,2021-10-23,16,134331
Safe Haven,Kupla,2020-07-31,13,168000
The Aftermath,Project AER,2021-10-31,12,168549
Solemn Winds,BVG,2021-08-18,16,184639
home,Jhove,2021-11-10,18,160000
big city,Jhove,2021-11-10,17,153598
Where We Are,Project AER,2021-10-31,30,159389
Waterways,Project AER,2021-10-31,15,150687
Sprouting,Raimu,2021-10-25,21,156060
Passing By,Casiio,2021-10-23,28,123886
Mramor,Chau Sara,2021-11-04,31,138287
Songbird,Project AER,2021-10-31,15,162137
Songbirds,Ornithology,2021-10-15,20,125714
Take Care,TABAL,2021-11-06,19,172100
Happy Moments,No Spirit,2021-11-12,17,169473
Distance,Kana Nishino,2011-06-22,39,227653
Seven Deadly Sins,MAN WITH A MISSION,2016-02-10,59,207000
Through My Blood <AM>,Aimer,2016-05-11,47,244186
INNOCENCE,Eir Aoi,2013-01-30,57,277320
Blue Dawn,Raimu,2021-10-25,16,157115
Storm Clouds,Purrple Cat,2021-06-23,16,156312
promises,steezy prime,2021-06-11,18,132000
Late Night Drive,Project AER,2021-10-31,13,155725
Ballads,ENRA,2021-09-11,22,142542
Ekitai No Gainen,Raimu,2021-10-25,13,155126
True Colours,Loafy Building,2021-07-09,16,167812
companion,hi jude,2021-06-27,29,138000
Drippin' Love,Krynoze,2021-10-05,12,144794
Drifter,Epona,2021-09-17,18,165384
Disappear,Project AER,2021-10-31,12,171297
A fresh breath,eugenio izzi,2021-06-13,25,142905
Kaigan,Raimu,2021-08-26,26,125982
Hope,Laffey,2021-10-19,14,148298
Quiet Whisper,DaniSogen,2021-07-15,24,120000
Mirror Lake,DaniSogen,2021-10-21,21,170909
Time To Dream,TABAL,2021-11-06,12,163076
East Nostalgia,Raimu,2021-10-25,10,167806
i saw birds flying,Jhove,2021-11-10,18,140571
Scarlet Feelings,Raimu,2021-10-25,25,154951
Teardrops,Laffey,2021-09-15,18,140579
Submarine Embrace,Krynoze,2021-10-05,16,169714
Introspection,Elijah Lee,2021-05-16,30,134088
Words You Say,Bessie Turner,2018-04-20,13,182403
パプリカ,Foorin,2018-08-13,51,208346
take it easy,Blurred Figures,2021-09-21,20,152298
Adanel,DaniSogen,2021-10-21,29,160000
Pied-de-vent,TABAL,2021-11-06,14,156724
Sleepy Little One,Kupla,2020-02-29,35,153846
Clockwork,Project AER,2021-10-31,10,182290
Today Was A Good Day,Project AER,2021-10-31,16,161221
i hope this never ends,Jhove,2021-11-10,27,156000
Healing,Hoogway,2021-06-07,17,148822
Aura,DaniSogen,2021-10-21,14,172000
Winterhome,Enluv,2021-04-22,9,149100
hold my hand,Jhove,2021-11-10,16,137569
Bending The Rules,Chau Sara,2021-11-04,20,132649
Space Magnet,Rudy Raw,2021-07-07,21,125217
Dreaming,DaniSogen,2021-10-21,14,150967
Dawnstar,LESKY,2021-09-23,20,132972
twilight,Nadav Cohen,2021-11-08,16,151000
Bad Habits,Ed Sheeran,2021-10-29,85,230746
Cascade,Kinissue,2021-07-05,30,136000
Oasis,Casiio,2021-10-23,18,132345
Winter Meadow,No Spirit,2021-11-12,14,175890
Starry Sea,Charlee Nguyen,2021-11-16,18,133333
Weak Point,Chau Sara,2021-11-04,29,111666
Belonging,Laffey,2021-09-15,18,165473
Lumiel,Chau Sara,2021-11-04,19,126838
Dreamwalk,Kayba,2021-11-14,17,147692
Lucid Dreamin',Sátyr,2021-05-30,18,121808
Namida,DaniSogen,2021-10-21,14,170434
from me to you,Towerz,2021-09-09,30,170125
"Nagano, 5 Am",Raimu,2021-04-18,19,142500
Roam,Kayba,2021-11-14,16,126315
Endless,Nadav Cohen,2021-07-11,15,148000
Stargazing,M e a d o w,2021-04-24,8,152727
Together Again,xander.,2021-10-17,15,188800
Another Era,S N U G,2021-06-15,14,137583
my person,kudo,2021-05-04,22,135867
nebula,Nadav Cohen,2021-11-08,13,165250
Sunrays,Kayba,2021-11-14,17,154838
riverwalk,Spencer Hunt,2021-11-02,20,186723
スピードと摩擦 acoustic Version,amazarashi,2015-08-19,16,202733
スピードと摩擦,amazarashi,2016-02-24,41,211600
Brave Shine,Aimer,2015-07-29,64,233493
Best Friend,Kana Nishino,2010-06-23,58,319760
Shoop,Salt-N-Pepa,1993-10-12,73,248573
Wishing Well,Kayba,2021-11-14,17,118153
willow hill,Spencer Hunt,2021-11-02,29,112065
Smells Like Teen Spirit,Nirvana,1991-09-26,84,301920
心の友,Mayumi Itsuwa,1991,47,195680
君の知らない物語,supercell,2011-03-16,58,339573
The Witching Hour – Intro,Birdy,2021-04-30,40,49506
Voyager,Birdy,2021-04-30,41,266480
Loneliness,Birdy,2021-04-30,41,202400
The Otherside,Birdy,2021-04-30,51,206840
Surrender,Birdy,2021-04-30,45,234240
Kids,juniorodeo,2021-10-09,14,158873
Road Back Home,Blue Wednesday,2021-11-07,17,156407
dimlight,Tatami Construct,2021-11-30,20,179085
Sun Kissed,Chau Sara,2021-11-04,25,114084
Midas,LESKY,2021-09-23,19,133333
Bloom,softy,2021-07-17,13,155384
Something Between Us,xander.,2021-06-09,13,198400
We Are Going To Be Ok,No Spirit,2021-11-12,14,171851
Reborn from Ashes,Raimu,2021-10-25,13,213428
The Descent,Blue Wednesday,2021-11-07,31,213038
Childlike Wonder,Tibeauthetraveler,2021-09-13,26,148495
Fairies,Kupla,2021-04-20,11,166461
Your Light,cxlt.,2021-11-26,15,182000
Nostalgic,Dimension 32,2021-09-27,12,151621
timeless gift,idylla,2021-09-01,20,149158
Walking Together,Mindeliq,2021-11-18,24,129013
Patterns,Casiio,2021-10-23,15,134166
Grounding,Epona,2021-09-17,16,136551
Kukui Leaves,Phlocalyst,2021-11-24,31,161095
Leicester Square,Loafy Building,2021-07-09,19,156724
Last Resort,Ky akasha,2021-10-01,30,103783
Jungle,ticofaces,2021-11-20,27,116923
Longing,Tibeauthetraveler,2021-09-13,15,133165
Dreamways,Kainbeats,2021-11-22,16,113750
New Beginnings,S N U G,2021-06-15,9,147716
asphodel,Tatami Construct,2021-11-30,19,159344
Glowing Spirit,cxlt.,2021-11-26,13,134000
autumn warmth,S N U G,2021-10-03,18,110802
hourglass,Tatami Construct,2021-11-30,19,163200
Sanctuary,kyu,2021-12-02,23,141600
Don't Hurt Yourself,Hevi,2021-09-29,17,129134
Sea Legs,Charlee Nguyen,2021-11-16,13,128014
whisperer,Kanisan,2021-11-28,18,140765
A New Beginning,Yasumu,2021-05-06,10,143378
Aquamarine Horizon,Kainbeats,2021-11-22,20,165500
Evergreen,Mujo,2021-08-30,18,123955
Yesterday,Kayba,2021-11-14,14,145716
Whispers,Tibeauthetraveler,2021-09-13,12,181209
Sparkling Brooks,Phlocalyst,2021-11-24,18,164210
Honesty,Laffey,2021-10-19,12,155241
where have you been all day,Jhove,2021-11-10,17,171941
Days Like This,Hoogway,2021-06-07,14,124615
Night Vision,Dimension 32,2021-09-27,15,150000
soul searching,Tibeauthetraveler,2021-08-14,16,147928
4am,Kayba,2021-11-14,18,143551
トリセツ,Kana Nishino,2013,43,259013
Explore,Kayba,2021-11-14,13,156000
Lessons in Nature,Phlocalyst,2021-11-24,19,125755
Falling Feathers,Ornithology,2021-10-15,11,114782
Horizon,kyu,2021-12-02,21,169955
So Tied Up,Cold War Kids,2017-04-07,58,189506
I STILL LOVE YOU,Bishop Briggs,2019-11-08,42,83466
November,H.1,2021-12-04,6,109793
Closer,Hevi,2021-09-29,17,149538
Ascending,No Spirit,2021-11-12,11,208235
Felt,Sleepermane,2021-12-08,17,117508
Escapade,Kinissue,2021-07-05,20,142010
goodnight,Blurred Figures,2021-09-21,18,137142
Wake Up,H.1,2021-12-04,15,102631
Crescent,ticofaces,2021-11-20,21,153846
Old Friend,Charlee Nguyen,2021-11-16,15,133953
笑顔,Ikimonogakari,2006,36,297226
Yosakoi Bushi,Group from Tosa,1961-01-01,2,210746
No.1,Kana Nishino,2014,40,253746
IGNITE,Eir Aoi,2015-06-24,61,244173
カタオモイ,Aimer,2016-09-21,69,207360
スピカ,Aimer,2016-05-11,30,310573
Raise your flag,MAN WITH A MISSION,2016-02-10,58,247493
ninelie,Aimer,2016-09-21,55,261773
眠りの森,Aimer,2014-06-25,31,273360
君じゃなきゃダメみたい,Masayoshi Oishi,2017-07-26,53,231493
世界は恋に落ちている,Chico,2015-11-18,59,312826
Run the Jewels,Run The Jewels,2013-06-26,0,210626
your way,MAN WITH A MISSION,2013-10-09,18,266000
drivers license,Us The Duo,2021-04-09,0,228693
Memories,Us The Duo,2021-01-11,0,174022
Afterglow,Us The Duo,2021-04-09,0,182779
Oceansplash,Living Room,2021-12-12,17,123428
lightwave,Kanisan,2021-11-28,20,95985
Waterfall,Epona,2021-09-17,22,150857
Gravity Well,Sleepermane,2021-12-08,16,116580
Inspired By Ocean,Living Room,2021-12-12,17,124166
I'll Be There,Bcalm,2021-12-14,19,150857
Daydream,kyu,2021-12-02,29,168690
Calling from Above,Raimu,2021-10-25,11,184047
Reflection,Sitting Duck,2021-04-08,12,176000
In Between Cycles,Sleepermane,2021-12-08,27,115979
Hope,Sitting Duck,2021-04-08,24,150857
good friends,Tatami Construct,2021-11-30,28,144000
Ending Theme,Kalaido,2021-04-30,17,188310
Exchange,Ky akasha,2021-10-01,28,123750
After The Rainbow,Living Room,2021-12-12,17,159428
Countdown to Zero,Team Astro,2021-02-01,12,174464
Birds In The Sky,Mindeliq,2021-11-18,30,150892
hazelnut,S N U G,2021-10-03,14,139173
After Dark,kokoro,2021-12-10,13,153009
東京 - From THE FIRST TAKE,SUPER BEAVER,2021-12-24,49,291157
僕だけを,麗奈,2021-11-15,18,298275
おもかげ (produced by Vaundy),milet,2021-12-17,67,188060
踊り子,Vaundy,2021-11-17,59,230109
napori,Vaundy,2020-05-27,55,203787
花占い,Vaundy,2021-07-05,55,207555
不可幸力,Vaundy,2020-05-27,55,200243
Tokimeki,Vaundy,2021-09-22,53,212000
猫,DISH//,2017-08-15,68,276040
もっと強く,EXILE,2016-09-27,40,433986
泡沫花火,KAMI WA SAIKORO WO FURANAI,2020-07-17,37,279573
花瓶の花,Huwie Ishizaki,2016-05-18,33,322000
Reflection In The Water,cxlt.,2021-11-26,15,186000
Angelic Particles,BluntOne,2022-01-17,17,138486
Desert Night,l'Outlander,2021-06-19,30,156006
Here Tonight/Emma Watson (Lofi),AJ Rafael,2022-01-14,18,229500
Red Roses (Lofi),AJ Rafael,2022-01-14,12,223125
We Could Happen (Lofi),AJ Rafael,2022-01-14,18,203005
Without You (Lofi),AJ Rafael,2022-01-14,15,226285
Starlit Nights (Lofi),AJ Rafael,2022-01-14,11,260000
Back to Bed (Piano),AJ Rafael,2022-01-14,17,151162
Orange Sea,Hoogway,2022-01-05,17,144857
Dash Bounce,HM Surf,2022-01-07,12,126370
Beauty In All Forms,Hoogway,2021-06-07,29,130285
"please, never let go",Jhove,2021-07-19,11,176147
Lunar Sight,ticofaces,2021-11-20,23,128000
Mystic Mountain,Purrple Cat,2021-08-26,21,146794
A Walk Through the Sky,Kainbeats,2021-11-22,26,141396
Thoughtful,xander.,2021-10-17,28,177000
i don't wanna grow old,Jhove,2021-07-19,16,163241
Changes,Sitting Duck,2021-04-08,10,98102
City Blue,Hoogway,2022-01-05,15,131641
your way,MAN WITH A MISSION,2014-03-12,31,266000
"Two Rivers (From ""Suikoden II"")",Nielle dAGh,2000,6,170371
Sugar Baby Love,The Rubettes,1990-01-01,56,209893
White Cliffs,no one's perfect,2021-12-22,22,155061
Feathers,Lawrence Walther,2021-12-16,14,156510
Dream Surfers,eugenio izzi,2022-02-02,21,168648
Time Zones,Nadav Cohen,2022-01-27,18,130000
Get Back Home,Nuver,2022-01-03,29,115642
Gavarine Falls,no one's perfect,2021-12-22,16,139130
Since That Night,softy,2022-01-23,20,132972
Shorelines,Kainbeats,2022-02-04,14,128382
Goodnight,Tibeauthetraveler,2022-01-23,22,176187
Old Hourglass,softy,2022-01-31,10,165428
Snowfield,softy,2022-01-31,11,145681
folding house,Towerz,2021-09-09,19,156804
Gentle Skies,Osaki,2022-01-11,13,128205
Clouds,Elijah Lee,2022-01-29,18,155000
Nautilus,Kainbeats,2022-02-04,10,157058
Frontseat,Casiio,2022-01-25,17,104250
Time Passing,Casiio,2022-01-25,17,108104
Wavelength,softy,2021-07-17,17,146086
Lost in Thought,Elijah Lee,2022-01-29,18,160129
Intersection,Lawrence Walther,2021-12-16,17,134260
Beyond The Boundary,Osaki,2022-01-11,19,164580
Flooded With Light,Mujo,2021-08-30,16,135652
Lost Tapes,softy,2022-01-31,26,156774
Simple Dreams,WYS,2022-01-23,21,165255
Sediments,Krynoze,2021-10-05,14,160362
Life Without You,Nadav Cohen,2022-01-27,15,90000
Say When,Hoogway,2021-09-25,17,129310
Rooftop Memories,Osaki,2022-01-11,21,137408
Hazy Illuminations,Osaki,2022-01-11,17,158609
interstellar,Nadav Cohen,2021-11-08,27,159750
Savior,Charlee Nguyen,2021-11-16,16,125466
Feelin Warm,Pandrezz,2021-09-05,28,157808
Until We Meet Again,Elijah Lee,2022-01-29,16,173324
The Way Back,WYS,2021-08-24,14,163865
Wondering,Nadav Cohen,2022-01-27,19,142000
Cozy,Bcalm,2022-01-23,18,141176
Puffy Tail,HM Surf,2022-01-07,23,106137
Tender,Lawrence Walther,2022-01-23,20,128571
Rip Kompen,HM Surf,2022-01-07,17,123290
Lux,Sleepermane,2022-02-18,20,117576
Never be prey to the winds,eugenio izzi,2022-02-02,30,158630
Keep in touch,eugenio izzi,2022-02-02,19,153913
Lunar Tears,Osaki,2022-01-11,14,123985
Winds of Change,Nogymx,2022-02-08,22,160500
Voyage,Sleepermane,2022-02-18,29,110396
Quiescence,Nogymx,2022-02-08,17,155500
Backyard Shower,Leavv,2021-08-28,18,156144
lemonade,Chilli Beans.,2021-08-25,38,186620
See C Love,Chilli Beans.,2021-08-25,45,191544
アンドロン,Chilli Beans.,2021-11-24,32,194425
シェキララ,Chilli Beans.,2021-08-25,30,189394
Digital Persona,Chilli Beans.,2021-08-25,37,201875
Close By,ticofaces,2021-11-20,16,110000
Time Alone,softy,2021-10-13,19,167516
City On A Hill,l'Outlander,2021-09-03,31,164312
Tremolo,Chilli Beans.,2022-03-02,35,191637
アンドロン,Chilli Beans.,2022-03-02,18,194448
シェキララ - Acoustic version,Chilli Beans.,2022-03-02,24,226286
Vacance,Chilli Beans.,2022-03-02,25,199621
High Water,Bishop Briggs,2022-04-08,43,189267
Art of Survival,Bishop Briggs,2022-04-08,40,181686
マイボーイ,Chilli Beans.,2022-04-13,28,247488
Voices of the Ancestors,DaniSogen,2022-02-24,27,140000
Canvas,cxlt.,2021-05-10,10,135483
Orchid,Lilac,2020-08-04,28,121995
Panacea,Mujo,2021-08-30,17,129034
New Tradition,SAYSH,2020-01-26,43,157666
Dirty Mind,Boy Epic,2016-09-30,54,208661
Wildfire,Rayelle,2018-05-18,33,210537
Animal,AG,2020-12-26,40,157858
Big Bad Wolf,Roses & Revolutions,2018-08-03,56,200268
Alpha,Little Destroyer,2019-09-13,45,163701
Boss Lady,Wendy Child,2017-09-29,35,194855
Where We Come Alive,Ruelle,2018-12-14,49,212957
Thrills,Donna Missal,2018-09-07,28,199311
Love On The Brain - Los Feliz Blvd,Cold War Kids,2017-04-21,42,266852
Hold On,Bishop Briggs,2018-04-20,44,168346
Lovesick,Peace,2013-07-05,50,133266
Sappho,Frankie Cosmos,2016-04-01,61,112879
Knock Me Off My Feet,SOAK,2019-04-26,51,187185
Dover Beach,Baby Queen,2021-09-03,60,218053
Angel,Lava La Rue,2020-11-11,0,236486
Flirting with Her,Sir Babygirl,2019-02-15,47,230160
If You Want To,beabadoobee,2018-12-07,64,223638
I Belong in Your Arms,Chairlift,2012-01-24,54,207306
LUCID,Rina Sawayama,2020-12-04,52,218706
Because I Love You,Montaigne,2016-08-05,49,217618
fever dream,mxmtoon,2020-04-22,0,196480
Close To You,Dayglow,2021-05-21,2,194693
Moment In The Sun,Sunflower Bean,2020-09-17,55,189634
Clearest Blue,CHVRCHES,2015-09-25,49,233769
My Own Person,Ezra Williams,2020-11-19,0,264873
Colours Of You,Baby Queen,2022-04-22,58,255346
heart,flor,2018-02-02,51,222825
Tired,beabadoobee,2018-12-07,75,199514
Any Other Way,Tomberlin,2018-08-10,48,202616
Want Me,Baby Queen,2020-11-05,58,258319
Buzzkill,Baby Queen,2020-11-11,46,204256
Why Am I Like This?,Orla Gartland,2019-02-08,64,212713
Telephone,Waterparks,2019-10-11,56,153994
I Want To Be With You,chloe moriondo,2021-05-07,62,179573
UrbanAngel1999,Thomas Headon,2020-09-04,10,190357
Smokey Eyes,Lincoln,2017-01-27,55,195060
Bang Bang Bang,Lauran Hibberd,2020-01-17,44,142490
Paper Mache World,Matilda Mann,2020-11-20,54,179083
nothing else i could do,ella jane,2020-07-16,52,170000
girls,girl in red,2018-06-08,6,198400
Alaska - Toby Green Remix,Maggie Rogers,2017-06-30,50,185613
Don’t Leave Me (Chapter 1: Despair),HMLTD,2021-04-28,0,212866
Dance with Me,beabadoobee,2018-12-07,66,234282
Don’t Delete The Kisses,Wolf Alice,2017-09-29,65,275226
Best Friend,Rex Orange County,2017-01-25,3,262231
Paramaniac,Abby Roberts,2022-01-13,31,180302
Cloud 9,Beach Bunny,2020-02-14,80,147350
So Hot You're Hurting My Feelings,Caroline Polachek,2019-10-18,68,183861
More Than a Friend,girli,2021-05-28,66,175693
Head In The Clouds,Adiescar Chase,2022-04-22,0,60293
ur so pretty,Wasia Project,2022-05-10,0,132000
Meet Me At Our Spot - Live,THE ANXIETY,2021-10-22,63,147828
Bros,Wolf Alice,2015-06-22,61,224720
Kids,Current Joys,2015-03-08,75,269142
fall in love with a girl (feat. Beabadoobee),Cavetown,2022-02-25,56,190853
Juliet,Cavetown,2019-04-12,76,278991
Golden,Harry Styles,2019-12-13,81,208906
She Likes Me,Will Joseph Cook,2020-10-29,0,158909
Dreams Tonite,Alvvays,2017-09-08,0,196026
Make Me Your Queen,Declan McKenna,2017-07-21,60,221360
paranoia party,Frances Forever,2021-06-02,42,185626
Apple Cider,beabadoobee,2019-04-26,69,178918
Say It,Maggie Rogers,2019-01-18,58,220960
Be My Mistake,The 1975,2018-11-30,72,256687
Crush Culture,Conan Gray,2018-11-16,71,204120
blind,ROLE MODEL,2020-10-21,67,153293
Déjà Vu,Adiescar Chase,2022-04-22,0,57120
Can I Call You Tonight?,Dayglow,2019-11-14,14,278769
Eugene,Arlo Parks,2020-02-11,58,221804
My Best Friend,Alfie Templeman,2020-07-17,0,157373
Cool with You,Her's,2017-05-12,62,375656
Kiss,Adiescar Chase,2022-04-22,0,125080
honey let's just drive,Philip Brooks,2018-05-11,38,211285
i wanna be your girlfriend,girl in red,2018-03-02,8,204990
Happy New Year,Let's Eat Grandma,2022-04-29,47,279240
welcome to the sidelines,amy michelle,2022-03-25,47,177814
prom dress,mxmtoon,2019-09-17,71,197933
Sofia,Clairo,2019-08-02,82,188386
Encore,Adiescar Chase,2022-04-22,0,57360
She,dodie,2019-01-18,65,213611
Put Your Records On,Ritt Momney,2020-04-24,76,210463
What People Do,Liz Lawrence,2019-10-25,30,174802
Girls Like Sex,L Devine,2021-05-26,40,165015
A Loving Feeling,Mitski,2016-06-17,60,92089
Kissing Lessons,Lucy Dacus,2022-02-02,57,114653
She's My Religion,Pale Waves,2021-02-12,48,189586
tv kween,Abbie Ozard,2021-02-12,27,219783
Girlfriends,The Academic,2018-01-12,49,211803
I'll Call You Mine,girl in red,2021-04-30,0,201945
Silk Chiffon,MUNA,2021-09-07,0,206586
Romantic Garbage,Arlo Parks,2019-04-05,28,171384
space girl,Frances Forever,2020-03-27,68,231440
Team,Lorde,2013-09-27,82,193058
Be By Your Side,Pillow Queens,2022-04-01,35,294173
Misfit Biscuit,Wasia Project,2020-11-13,0,197484
how can i pretend? - Demo,Wasia Project,2022-05-10,0,84624
why dont u love me? - re-recorded,Wasia Project,2022-05-10,0,216612
U Deserve,Wasia Project,2020-10-04,0,218335
impossible,Wasia Project,2022-05-10,0,269500
Burning Eyes R Calling,Wasia Project,2020-04-28,0,313491
Why Don't U Love Me,Wasia Project,2019-10-27,0,158962
More Like You,Orla Gartland,2021-08-20,50,220208
Fall In Love With A Girl (feat. Orla Gartland),Cavetown,2022-06-10,57,168974
"You're Not Special, Babe",Orla Gartland,2021-08-20,47,203263
Codependency,Orla Gartland,2021-08-20,45,191881
I Go Crazy,Orla Gartland,2018-07-27,45,214574
Heavy,Orla Gartland,2020-01-15,42,244946
Madison,Orla Gartland,2021-08-20,41,224638
Zombie!,Orla Gartland,2021-08-20,40,177090
Did It To Myself,Orla Gartland,2019-09-06,46,196939
Things That I've Learned,Orla Gartland,2021-08-20,33,154047
Over Your Head,Orla Gartland,2021-08-20,36,192883
Do You Mind?,Orla Gartland,2021-08-20,34,217326
Pretending,Orla Gartland,2021-08-20,38,215694
Left Behind,Orla Gartland,2021-08-20,33,255321
Memories,Maroon 5,2021-06-11,86,189486
Payphone,Maroon 5,2012-01-01,86,231173
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-06-11,80,227395
Maps,Maroon 5,2015-05-18,75,189960
Sugar,Maroon 5,2015-05-18,72,235493
Lost,Maroon 5,2021-06-11,55,172597
This Love,Maroon 5,2002-06-25,65,206200
New Friends,Orla Gartland,2020-02-21,28,179439
Why Am I Like This?,Orla Gartland,2019-05-24,28,212713
Shapeshifting,Great Good Fine Ok,2016-06-20,27,235700
Inevitable,Orla Gartland,2019-05-24,29,211178
In Cold Blood,alt-J,2017-06-02,52,206026
"We Belong (From the Original Netflix Series ""Trinkets"")",Brianna Hildebrand,2020-08-28,0,224444
Wicked Ways,Killabyte,2018-02-07,39,254896
Reach,S Club,2000-06-12,58,243265
More Like You - Piano Version,Orla Gartland,2021-03-25,23,200224
Figure It Out - Acoustic,Orla Gartland,2020-06-26,20,235275
oh GOD,Orla Gartland,2020-02-21,40,167939
Figure It Out,Orla Gartland,2019-11-01,31,200803
Flatline,Orla Gartland,2019-04-05,38,201203
Between My Teeth,Orla Gartland,2018-11-02,37,196093
Overthinking (Demo),Orla Gartland,2019-05-24,28,201106
I Go Crazy - Acoustic,Orla Gartland,2018-07-27,33,203553
Lonely People,Orla Gartland,2015-01-18,0,189500
Souvenirs,Orla Gartland,2015-01-18,0,237002
Whispers,Orla Gartland,2015-01-18,0,223257
Bloodline / Difficult Things,Orla Gartland,2021-08-20,36,262344
Get Back,Orla Gartland,2015-01-18,0,188108
It’s ME,Chilli Beans.,2022-07-13,42,161742
lemonade,Chilli Beans.,2022-07-13,52,186861
Green Light,Lorde,2017-06-16,75,234652
Run The Jewels,Run The Jewels,2013-06-26,56,210626
